,firing_rate,snr,isi_violations_ratio,isi_violations_count
685,1.7122526128530131,307.66993266290245,9.480941136785292,15
686,6.609962197020236,307.66993266290245,1.9085802644227539,45
687,1.5232377140315767,307.66993266290245,3.194629442165272,4
688,0.22792973093173227,307.66993266290245,0.0,0
689,1.7400489215032244,307.66993266290245,2.448121344506936,4
691,1.223037580609295,307.66993266290245,0.0,0
693,1.2730709361796753,307.66993266290245,1.143380179630442,1
695,3.641316433177674,307.66993266290245,4.053003904201387,29
697,2.8741383144318435,307.66993266290245,3.3648971712266498,15
698,1.5176784523015343,307.15110134021717,0.0,0
699,7.204803202134757,307.15110134021717,1.3565481633897272,38
700,5.892817433844786,307.15110134021717,2.401388394446422,45
704,2.240382477207027,307.66993266290245,0.0,0
705,0.800533689126084,307.66993266290245,2.89158950617284,1
706,2.040249054925506,307.66993266290245,0.0,0
707,1.1507671781187458,307.66993266290245,0.0,0
709,0.7227040249054926,307.66993266290245,7.09585798816568,2
710,2.612853013119858,307.66993266290245,0.8143051154368491,3
712,0.9673115410273516,307.15110134021717,1.9804465583300301,1
713,3.8470091171892373,307.66993266290245,2.75468609041398,22
715,1.6066266399822104,307.66993266290245,0.7179032818093654,1
717,0.9784300644874361,307.66993266290245,0.0,0
719,0.4169446297531688,307.66993266290245,10.659555555555555,1
720,1.7289303980431399,307.15110134021717,0.6199274201052513,1
721,2.7796308650211254,307.15110134021717,0.23983999999999997,1
723,1.089615299088281,307.66993266290245,3.1216159933361105,2
724,7.493884812096954,307.66993266290245,0.6599512190826721,20
725,1.2563931509895485,307.15110134021717,1.17393687837732,1
